1	0.674749
2	0.725753
3	0.76087
4	0.778428
5	0.794314
6	0.802676
7	0.809365
8	0.82107
9	0.827759
10	0.83194
11	0.837793
12	0.841137
13	0.846154
14	0.852007
15	0.852843
16	0.856187
17	0.860368
18	0.862876
19	0.865385
20	0.866221
21	0.870401
22	0.872074
23	0.872074
24	0.874582
25	0.87709
26	0.880435
27	0.882107
28	0.883779
29	0.885451
30	0.886288
31	0.887124
32	0.890468
33	0.894649
34	0.895485
35	0.897993
36	0.899666
37	0.900502
38	0.902174
39	0.90301
40	0.904682
41	0.906354
42	0.908863
43	0.909699
44	0.911371
45	0.912207
46	0.91388
47	0.914716
48	0.914716
49	0.915552
50	0.916388
