1	0.655518
2	0.7199
3	0.748328
4	0.767559
5	0.785953
6	0.797659
7	0.806856
8	0.813545
9	0.816054
10	0.821906
11	0.824415
12	0.834448
13	0.838629
14	0.841137
15	0.843646
16	0.84699
17	0.854515
18	0.856187
19	0.860368
20	0.863712
21	0.863712
22	0.867057
23	0.868729
24	0.872074
25	0.874582
26	0.876254
27	0.878763
28	0.878763
29	0.881271
30	0.885451
31	0.888796
32	0.890468
33	0.895485
34	0.897157
35	0.897157
36	0.898829
37	0.900502
38	0.900502
39	0.900502
40	0.900502
41	0.902174
42	0.90301
43	0.905518
44	0.905518
45	0.906354
46	0.907191
47	0.909699
48	0.909699
49	0.909699
50	0.911371
