50	0	1
52	0	1
54	0	1
56	0	1
58	0	1
60	0	1
62	0	1
64	0	2
66	0	2
68	0	2
70	0	3
72	0	3
74	0	3
76	0	3
78	0	4
80	0	5
82	0	6
84	0	8
86	0	9
88	0	9
90	0	9
92	0	10
94	0	11
96	0	12
98	0	16
100	0	20
102	1	26
104	1	32
106	2	34
108	3	44
110	4	57
112	4	64
114	4	70
116	4	76
118	4	81
120	6	86
122	6	95
124	6	105
126	6	109
128	8	120
130	9	129
132	9	137
134	10	146
136	12	161
138	12	173
140	13	189
142	17	205
144	17	219
146	18	235
148	19	244
150	20	261
152	22	286
154	24	307
156	24	321
158	25	337
160	27	351
162	31	367
164	33	379
166	33	404
168	34	419
170	36	439
172	36	451
174	38	470
176	40	487
178	43	511
180	44	528
182	44	544
184	45	568
186	47	581
188	47	598
190	47	619
192	47	638
194	47	655
196	48	671
198	49	679
200	49	686
202	50	696
204	50	713
206	51	726
208	51	739
210	52	750
212	52	764
214	54	782
216	54	789
218	54	800
220	54	807
222	57	820
224	58	834
226	59	848
228	59	867
230	59	874
232	59	884
234	59	897
236	61	904
238	62	919
240	62	928
242	62	934
244	65	943
246	66	953
248	66	955
250	67	961
252	67	968
254	67	977
256	67	982
258	68	985
260	68	992
262	69	995
264	70	1002
266	71	1012
268	71	1017
270	71	1023
272	71	1028
274	71	1030
276	71	1033
278	71	1037
280	71	1042
282	71	1045
284	71	1050
286	71	1054
288	73	1055
290	73	1059
292	73	1061
294	73	1066
296	73	1068
298	73	1069
300	73	1071
302	73	1073
304	73	1073
306	73	1075
308	73	1075
310	73	1076
312	73	1078
314	73	1079
316	73	1081
318	73	1089
320	74	1091
322	74	1093
324	74	1093
326	74	1096
328	75	1096
330	75	1097
332	75	1099
334	75	1101
336	75	1101
338	75	1101
340	75	1102
342	75	1103
344	75	1104
346	75	1105
348	75	1105
350	75	1108
352	75	1108
354	75	1109
356	75	1111
358	75	1113
360	75	1114
362	75	1115
364	75	1115
366	75	1115
368	75	1115
370	75	1115
372	75	1116
374	75	1116
376	76	1116
378	76	1116
380	76	1116
382	76	1116
384	76	1117
386	76	1117
388	76	1117
390	76	1117
392	76	1117
394	76	1117
396	76	1117
398	76	1117
400	76	1117
402	76	1117
404	76	1117
406	76	1117
408	76	1117
410	76	1117
412	76	1117
414	76	1118
416	76	1118
418	76	1118
420	76	1118
422	76	1118
424	76	1118
426	76	1118
428	76	1118
430	76	1118
432	76	1118
434	76	1118
436	76	1118
438	76	1118
440	76	1118
442	76	1118
444	76	1118
446	76	1118
448	76	1118
450	76	1119
452	76	1119
454	76	1119
456	76	1119
458	76	1119
460	76	1119
462	76	1119
464	76	1119
466	76	1119
468	76	1119
470	76	1119
472	77	1119
474	77	1119
476	77	1119
478	77	1119
480	77	1119
482	77	1119
484	77	1119
486	77	1119
488	77	1119
490	77	1119
492	77	1119
494	77	1119
496	77	1119
498	77	1119
500	77	1119
502	77	1119
504	77	1119
506	77	1119
508	77	1119
510	77	1119
512	77	1119
514	77	1119
516	77	1119
518	77	1119
520	77	1119
522	77	1119
524	77	1119
526	77	1119
528	77	1119
530	77	1119
532	77	1119
534	77	1119
536	77	1119
538	77	1119
540	77	1119
542	77	1119
544	77	1119
546	77	1119
548	77	1119
550	77	1119
552	77	1119
554	77	1119
556	77	1119
558	77	1119
560	77	1119
562	77	1119
564	77	1119
566	77	1119
568	77	1119
570	77	1119
572	77	1119
574	77	1119
576	77	1119
578	77	1119
580	77	1119
582	77	1119
584	77	1119
586	77	1119
588	77	1119
590	77	1119
592	77	1119
594	77	1119
596	77	1119
598	77	1119
