1	0.553512
2	0.640468
3	0.670569
4	0.703177
5	0.723244
6	0.742475
7	0.754181
8	0.763378
9	0.77592
10	0.786789
11	0.795987
12	0.804348
13	0.810201
14	0.811873
15	0.81689
16	0.823579
17	0.826087
18	0.829431
19	0.83194
20	0.835284
21	0.837793
22	0.841137
23	0.843646
24	0.848662
25	0.852007
26	0.857023
27	0.860368
28	0.861204
29	0.862876
30	0.862876
31	0.865385
32	0.869565
33	0.871237
34	0.87291
35	0.876254
36	0.877926
37	0.880435
38	0.884615
39	0.885451
40	0.885451
41	0.88796
42	0.889632
43	0.892977
44	0.892977
45	0.894649
46	0.897157
47	0.897993
48	0.900502
49	0.901338
50	0.902174
